Identifier,Status catalogue,Business line/Ligne d'affaires,Type of product/ Type de produit,Title/Titre (Eng),Description (English/anglais),Catalogue Link (EN),Title/Titre (Fra),Description (French/français),Catalogue Link (FR),Provider/Fournisseur,Homepage,Product has related courses/Ce produit a des cours connexes,Related courses/Cours connexes,Primary Intended Audience/Public ciblé principal,Total length of English product (h:mm:ss) / Durée totale du produit anglais (h:mm:ss),Total length of French product (h:mm:ss) / Durée totale du produit francais (h:mm:ss) copy,Duration - Showcard,Duration - Product page,Curriculum Architecture Placement/Emplacement dans l'architecture du curriculum,"If Corporate Skills, choose a sub-category/ Si Compétences organisationnelles, choisir une sous-catégorie","If Digital and Data, choose a sub-category/ Si numérique et données , choisir une sous-catégorie","If Healthy Workplace, choose a sub-category/ Si milieu de travail sain, choisir une sous-catégorie","If Public Sector Foundations, choose a sub-category/ Si fondements du secteur public, choisir une sous-catégorie","If Transferable Skills, choose a sub-category/ Si compétences transférables, choisir une sous-catégorie",Topics/Sujets,"Under Communication, are any of these sub-topics applicable?/Sous communication, un de ces sous-sujets est-il applicable ?","Under digital, data and design, are any of these sub-topics applicable?/Sous numérique, données et conception, un de ces sous-sujets est-il applicable ?","Under leadership, are any of these sub-topics applicable?/Sous leadership, un de ces sous-sujets est-il applicable ?","Under wellbeing, are any of these sub-topics applicable?/Sous mieux-être, un de ces sous-sujets est-il applicable ?","Under diversity, inclusion and Indigenous reconciliation, are any of these sub-topics applicable?/Sous diversité, inclusion et réconciliation avec les Autochtones, un de ces sous-sujets est-il applicable ?","Under working with others, are any of these sub-topics applicable?/Sous travailler ensemble, un de ces sous-sujets est-il applicable ?","Under project and product management, are any of these sub-topics applicable?/Sous gestion de produits et de projets, un de ces sous-sujets est-il applicable ?","Under government operations, are any of these sub-topics applicable?/Sous opérations gouvernementales, un de ces sous-sujets est-il applicable ?"
COR2-PA1,Active / Shown in catalogue,GC and Public Sector Skills/Compétences du GC et du secteur public,Learning Path/Parcours d'apprentissage,Grants and Contributions Series (COR2-PA1),"The Grants and Contributions Learning Series is a collection of foundational courses that allow learners to better navigate through federal processes, stakeholder needs and policy requirements as they relate to transfer payment programs.

The series is primarily designed for program officers and program managers, as well as support staff and financial management personnel involved with the administration of transfer payments, but is open to all public servants interested in learning about government services.

Courses included in this series


1. Transfer Payment Basics (COR217) 
2. Authorities Related to Transfer Payments (COR218) 
3. Entering into a Funding Agreement (COR219)
4. Managing and Monitoring a Funding Agreement (COR220) 

Note: The courses should be taken in the order listed above.",https://catalogue.csps-efpc.gc.ca/product?catalog=COR2-PA1&cm_locale=en,Série d'apprentissage sur les subventions et les contributions (COR2-PA1),"La série d'apprentissage sur les subventions et les contributions comprend des cours qui expliquent aux apprenant·es les fondements des processus fédéraux, des besoins des parties prenantes et des exigences politiques en ce qui concerne les programmes de paiements de transfert.

La série s'adresse principalement aux agent·es de programme et aux gestionnaires de programme, de même qu'au personnel de soutien et au personnel de gestion financière qui participent à l'administration des paiements de transfert, mais elle est offerte à tous les fonctionnaires qui souhaitent en apprendre davantage sur les services gouvernementaux.

Cours compris dans cette série


1. Notions de base sur les paiements de transfert (COR217) 
2. Autorisations liées aux paiements de transfert (COR218) 
3. Conclure une entente de financement (COR219)
4. Gestion et suivi d'une entente de financement (COR220)

Remarque : Les cours devraient être suivi selon l'ordre présenté ci-haut.",https://catalogue.csps-efpc.gc.ca/product?catalog=COR2-PA1&cm_locale=fr,CSPS/EFPC,Brightspace - Registration,Yes/Oui,"COR217 - Transfer Payment Basics/Notions de base sur les paiements de transfert,COR218 - Authorities Related to Transfer Payments/Autorisations liées aux paiements de transfert,COR219 - Entering into a Funding Agreement/Conclure une entente de financement,COR220 - Managing and Monitoring a Funding Agreement/Gérer une entente de financement et en faire le suivi",Other (please specify)/Autre (veuillez spécifier),10:30:00,10:30:00,N/A,N/A,Corporate Skills/Compétences organisationnelles ,Finance,,,,,Government operations/Opérations gouvernementales,,,,,,,,Business and finance/Affaires et finances
COR2-V04,Active / Shown in catalogue,GC and Public Sector Skills/Compétences du GC et du secteur public,Video/Vidéo,The Impact of Government's Financial Cycle on Your Day‑to‑Day Work (COR2-V04),This video provides an overview of the federal government's budget cycle and how budget decisions have a direct effect on the responsibilities of managers.,https://catalogue.csps-efpc.gc.ca/product?catalog=COR2-V04&cm_locale=en,Les impacts du cycle financier du gouvernement sur votre travail au quotidien (COR2-V04),Cette vidéo donne un aperçu du cycle budgétaire du gouvernement fédéral et des répercussions directes que les décisions budgétaires qui en découlent ont sur les responsabilités des gestionnaires.,https://catalogue.csps-efpc.gc.ca/product?catalog=COR2-V04&cm_locale=fr,CSPS/EFPC,CSPS website,Yes/Oui,"""COR212 - Government Planning, Budgeting, Reporting and Evaluation Cycle/Cycle de planification, de budgétisation, d'établissement de rapports et d'évaluation du gouvernement""",Functional Specialists/Spécialistes fonctionnels,3:28,3:46,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Corporate Skills/Compétences organisationnelles ,Finance,,,,,Government operations/Opérations gouvernementales,,,,,,,,"Business and finance/Affaires et finances,Assets and facilities management/Gestion des biens et des installations,Policy and regulation/Politiques et réglementation"
COR2-V05,Active / Shown in catalogue,GC and Public Sector Skills/Compétences du GC et du secteur public,Video/Vidéo,The Essentials: Finance (COR2-V05),This reference tool explains the importance of the Financial Administration Act in the public service.,https://catalogue.csps-efpc.gc.ca/product?catalog=COR2-V05&cm_locale=en,Les Essentiels : finances (COR2-V05),Cet outil de référence décrit l’importance de la Loi sur la gestion des finances publiques dans la fonction publique.,https://catalogue.csps-efpc.gc.ca/product?catalog=COR2-V05&cm_locale=fr,CSPS/EFPC,Brightspace - No Registration,No/Non,,Employees/Employés,2:02,2:03,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Corporate Skills/Compétences organisationnelles ,Finance,,,,,Government operations/Opérations gouvernementales,,,,,,,,"Business and finance/Affaires et finances,Assets and facilities management/Gestion des biens et des installations,Procurement/Approvisionnement"
COR2-V06,Active / Shown in catalogue,GC and Public Sector Skills/Compétences du GC et du secteur public,Video/Vidéo,Financial Management Essentials Series: Understanding the Expenditure Management Cycle (COR2-V06),"This event recording explores the foundational components of the federal expenditure management cycle, including the estimates process, Treasury Board submissions, and Memoranda to Cabinet.",https://catalogue.csps-efpc.gc.ca/product?catalog=COR2-V06&cm_locale=en,Série Les principes fondamentaux de la gestion financière : comprendre le cycle de gestion des dépenses (COR2-V06),"Cet enregistrement d’événement porte sur les parties fondamentales du cycle de gestion des dépenses fédéral, y compris le processus d’examen des prévisions budgétaires, les présentations au Conseil du Trésor et les mémoires au Cabinet.",https://catalogue.csps-efpc.gc.ca/product?catalog=COR2-V06&cm_locale=fr,CSPS/EFPC,CSPS website,No/Non,,Functional Specialists/Spécialistes fonctionnels,1:28:53,1:28:53,"1-3.5 hours (Half-day)/1-3,5 h (demi-journée)","1.5 hours/1,5 h",Corporate Skills/Compétences organisationnelles ,Finance,,,,,Government operations/Opérations gouvernementales,,,,,,,,Business and finance/Affaires et finances
COR2-V07,Active / Shown in catalogue,GC and Public Sector Skills/Compétences du GC et du secteur public,Video/Vidéo,Financial Management Essentials Series: Strengthening Internal Controls (COR2-V07),"This event recording explores the foundations of internal controls, including their key elements, and offers practical advice from departmental representatives from the Treasury Board of Canada Secretariat, the Canada Revenue Agency, and Indigenous Services Canada.",https://catalogue.csps-efpc.gc.ca/product?catalog=COR2-V07&cm_locale=en,Série sur les principes fondamentaux de la gestion financière : Renforcer les contrôles internes (COR2-V07),"Cet enregistrement d’événement porte sur les principes fondamentaux des contrôles internes, notamment leurs éléments clés, et offre aussi des conseils pratiques de la part de responsables du Secrétariat du Conseil du Trésor du Canada, de l’Agence du revenu du Canada et de Services aux Autochtones Canada.",https://catalogue.csps-efpc.gc.ca/product?catalog=COR2-V07&cm_locale=fr,CSPS/EFPC,CSPS website,No/Non,,Functional Specialists/Spécialistes fonctionnels,1:26:22,1:26:22,"1-3.5 hours (Half-day)/1-3,5 h (demi-journée)","1.5 hours/1,5 h",Corporate Skills/Compétences organisationnelles ,Finance,,,,,Government operations/Opérations gouvernementales,,,,,,,,Business and finance/Affaires et finances
COR2-V08,Active / Shown in catalogue,GC and Public Sector Skills/Compétences du GC et du secteur public,Video/Vidéo,Financial Management Essentials Series: Public Accounts of Canada (COR2-V08),"This event recording explores the purpose, structure and evolution of the Public Accounts of Canada and how this annual report supports financial stewardship and democratic oversight.",https://catalogue.csps-efpc.gc.ca/product?catalog=COR2-V08&cm_locale=en,Série sur les principes fondamentaux de la gestion financière : Les Comptes publics du Canada (COR2-V08),"Cet enregistrement d’événement permet de se renseigner sur l’objectif, la structure et l’évolution des Comptes publics du Canada ainsi que sur la façon dont le rapport annuel soutient la gestion financière et la surveillance démocratique.",https://catalogue.csps-efpc.gc.ca/product?catalog=COR2-V08&cm_locale=fr ,CSPS/EFPC,CSPS website,No/Non,,Functional Specialists/Spécialistes fonctionnels,1:28:47,1:28:47,"1-3.5 hours (Half-day)/1-3,5 h (demi-journée)","1.5 hours/1,5 h",Corporate Skills/Compétences organisationnelles ,Finance,,,,,Government operations/Opérations gouvernementales,,,,,,,,Business and finance/Affaires et finances
COR2-V09,Active / Shown in catalogue,GC and Public Sector Skills/Compétences du GC et du secteur public,Video/Vidéo,Financial Management Essentials Series: Credible Costing in Decision-Making (COR2-V09),"This event recording examines the implications of costing in decision-making by outlining the roles and processes involved in producing credible cost estimates, and drawing on the Government of Canada’s Guide to Costing and Guide to Assessing Cost Estimates.",https://catalogue.csps-efpc.gc.ca/product?catalog=COR2-V09&cm_locale=en,Série sur les principes fondamentaux de la gestion financière : S’appuyer sur des renseignements crédibles sur l’établissement des coûts pour la prise de décision (COR2-V09),"Cet enregistrement d’événement porte sur les implications de l’établissement des coûts dans la prise de décision, alors qu’on y décrit les principaux rôles et processus impliqués dans la production d’estimations de coûts fiables en s’appuyant sur le Guide d’établissement des coûts et le Guide d’évaluation des estimations de coûts du gouvernement du Canada.",https://catalogue.csps-efpc.gc.ca/product?catalog=COR2-V09&cm_locale=fr ,CSPS/EFPC,CSPS website,No/Non,,Functional Specialists/Spécialistes fonctionnels,1:28:54,1:28:54,"1-3.5 hours (Half-day)/1-3,5 h (demi-journée)","1.5 hours/1,5 h",Corporate Skills/Compétences organisationnelles ,Finance,,,,,Government operations/Opérations gouvernementales,,,,,,,,Business and finance/Affaires et finances
COR3-J01,Active / Shown in catalogue,GC and Public Sector Skills/Compétences du GC et du secteur public,Job aid/Outil de travail,Armed Intruder: Do You Know What to Do? (COR3-J01),This job aid shares best practices for responding to an armed intruder in the workplace.,https://catalogue.csps-efpc.gc.ca/product?catalog=COR3-J01&cm_locale=en,Intrusion armée : Savez-vous quoi faire? (COR3-J01),Cet outil de travail énumère les pratiques exemplaires pour réagir à une intrusion armée sur le lieu de travail.,https://catalogue.csps-efpc.gc.ca/product?catalog=COR3-J01&cm_locale=fr,CSPS/EFPC,Brightspace - No Registration,No/Non,,"Employees/Employés,Functional Specialists/Spécialistes fonctionnels",,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Corporate Skills/Compétences organisationnelles ,Security/Sécurité,,,,,Wellbeing/Mieux-être,,,,"Safety/Sécurité,Healthy workplace/Milieu de travail sain,Self-awareness/Conscience de soi",,,,
COR3-V01,Active / Shown in catalogue,GC and Public Sector Skills/Compétences du GC et du secteur public,Video/Vidéo,Armed Intruder: Do you know what to do? (COR3-V01),"Although security teams and police forces around the world work hard to keep us safe, armed intruders are increasingly invading our public and private spaces. You may never face an armed intruder in your workplace, but if the unthinkable happens, do you know what to do?",https://catalogue.csps-efpc.gc.ca/product?catalog=COR3-V01&cm_locale=en,Intrusion Armée - Savez-vous quoi faire? (COR3-V01),"Même si les équipes de sécurité et les forces policières de partout dans le monde travaillent sans relâche pour assurer notre sécurité, des agresseurs armés envahissent de plus en plus nos espaces publics et privés. Il n’y aura peut-être jamais d’intrusion armée dans votre milieu de travail, mais si l’impensable se produit, savez-vous quoi faire? ",https://catalogue.csps-efpc.gc.ca/product?catalog=COR3-V01&cm_locale=fr,CSPS/EFPC,Brightspace - No Registration,No/Non,,"Employees/Employés,Functional Specialists/Spécialistes fonctionnels",5:48,6:37,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Corporate Skills/Compétences organisationnelles ,Security/Sécurité,,,,,Wellbeing/Mieux-être,,,,"Safety/Sécurité,Healthy workplace/Milieu de travail sain,Self-awareness/Conscience de soi",,,,
COR3-V02,Active / Shown in catalogue,GC and Public Sector Skills/Compétences du GC et du secteur public,Video/Vidéo,Armed Intruder - How to Prepare Yourself (COR3-V02),An overview that sets the context for the armed intruder video and awareness material for public servants. Learn what inspired this initiative and why it is important to participate in the training.,https://catalogue.csps-efpc.gc.ca/product?catalog=COR3-V02&cm_locale=en,Intrusion armée - Comment s’y préparer (COR3-V02),Un survol du contexte de la vidéo et du matériel de sensibilisation sur l’intrusion armée à l’intention des fonctionnaires. Prenez connaissance de ce qui est à l’origine de cette initiative et de la raison pour laquelle il est important de suivre la formation.,https://catalogue.csps-efpc.gc.ca/product?catalog=COR3-V02&cm_locale=fr,CSPS/EFPC,Brightspace - No Registration,No/Non,,"Employees/Employés,Functional Specialists/Spécialistes fonctionnels",2:45,2:45,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Corporate Skills/Compétences organisationnelles ,Security/Sécurité,,,,,Wellbeing/Mieux-être,,,,"Safety/Sécurité,Healthy workplace/Milieu de travail sain,Self-awareness/Conscience de soi",,,,
COR3-V03,Active / Shown in catalogue,GC and Public Sector Skills/Compétences du GC et du secteur public,Video/Vidéo,Armed Intruder - What to Expect During an Armed Intruder Incident (COR3-V03),An inside perspective of what to expect during an armed intruder incident as seen through the lens of a first responder. Gain an understanding of how police officers will respond when first arriving on scene and the order in which their actions will unfold.,https://catalogue.csps-efpc.gc.ca/product?catalog=COR3-V03&cm_locale=en,Intrusion armée - À quoi s’attendre lors d’une intrusion armée (COR3-V03),À quoi faut-il s’attendre pendant une intrusion armée? Cette vidéo nous montre la situation à travers les yeux d’un premier intervenant. Découvrez les interventions des policiers à leur arrivée sur les lieux et l’ordre dans lequel leurs actions se dérouleront.,https://catalogue.csps-efpc.gc.ca/product?catalog=COR3-V03&cm_locale=fr,CSPS/EFPC,Brightspace - No Registration,No/Non,,"Employees/Employés,Functional Specialists/Spécialistes fonctionnels",2:07,2:07,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Corporate Skills/Compétences organisationnelles ,Security/Sécurité,,,,,Wellbeing/Mieux-être,,,,"Safety/Sécurité,Healthy workplace/Milieu de travail sain,Self-awareness/Conscience de soi",,,,
